zone,month,zone_disruption_freq,flood_risk,fog_risk,heat_risk,aqi_base,month_risk,weather_severity,aqi_level,traffic_disruption,worker_tenure_weeks,worker_claim_ratio,risk_score,weekly_premium_inr
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.3998,0.3281,0.1824,97,0.0682,0.3842,64.37
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.4113,0.5857,0.1257,88,0.2234,0.4058,65.23
Karol Bagh,9,0.33,0.42,0.55,0.72,0.82,0.6,0.6012,0.5974,0.0728,26,0.0668,0.5467,70.87
Mayur Vihar,9,0.35,0.55,0.58,0.7,0.8,0.6,0.5039,0.5546,0.0778,40,0.0678,0.5688,71.75
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.4844,0.5048,0.1851,67,0.2193,0.4885,68.54
Shahdara,4,0.4,0.65,0.6,0.72,0.85,0.25,0.2912,0.5231,0.0999,41,0.2712,0.364,63.56
Shahdara,10,0.4,0.65,0.6,0.72,0.85,0.65,0.4444,0.9733,0.0132,57,0.1663,0.654,75.16
Noida Sector 18,3,0.3,0.45,0.58,0.7,0.74,0.2,0.2021,0.3202,0.0697,36,0.2218,0.3086,61.34
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.3637,0.1615,0.1549,69,0.4612,0.2597,59.39
Dwarka,11,0.38,0.6,0.65,0.7,0.78,0.8,0.5613,0.8687,0.0894,64,0.0933,0.6001,73.0
Rohini,5,0.35,0.5,0.7,0.72,0.8,0.75,0.2271,0.2616,0.1354,11,0.2407,0.3859,64.44
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.5207,0.524,0.0837,103,0.1176,0.5369,70.48
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.634,0.647,0.0892,11,0.0358,0.5307,70.23
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.4306,0.3266,0.178,42,0.2636,0.4947,68.79
Gurugram Sector 29,11,0.28,0.5,0.55,0.68,0.72,0.8,0.3855,0.6018,0.2019,88,0.1591,0.5206,69.82
Vasant Kunj,9,0.22,0.3,0.48,0.65,0.68,0.6,0.6505,0.5554,0.074,4,0.088,0.4546,67.18
Dwarka,7,0.38,0.6,0.65,0.7,0.78,0.7,0.1412,0.6681,0.309,30,0.1448,0.5185,69.74
Connaught Place,11,0.28,0.3,0.55,0.7,0.72,0.8,0.4558,0.5272,0.1641,73,0.2406,0.544,70.76
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.4081,0.3828,0.045,71,0.16,0.3471,62.88
Connaught Place,5,0.28,0.3,0.55,0.7,0.72,0.75,0.6703,0.4454,0.189,93,0.1412,0.5653,71.61
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.2817,0.6462,0.0923,73,0.1573,0.4971,68.89
Vasant Kunj,9,0.22,0.3,0.48,0.65,0.68,0.6,0.4474,0.3147,0.0948,62,0.0759,0.4414,66.66
Karol Bagh,9,0.33,0.42,0.55,0.72,0.82,0.6,0.3456,0.6015,0.2046,20,0.2138,0.499,68.96
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.4006,0.6374,0.16,92,0.2623,0.529,70.16
Karol Bagh,9,0.33,0.42,0.55,0.72,0.82,0.6,0.3387,0.5165,0.113,42,0.0976,0.511,69.44
Connaught Place,2,0.28,0.3,0.55,0.7,0.72,0.65,0.5383,0.3286,0.1793,19,0.1803,0.445,66.8
Lajpat Nagar,8,0.32,0.45,0.5,0.68,0.75,0.75,0.5732,0.5596,0.1492,13,0.0203,0.5129,69.51
Dwarka,10,0.38,0.6,0.65,0.7,0.78,0.65,0.2897,0.7016,0.3099,102,0.1008,0.5655,71.62
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.2718,0.5138,0.0556,12,0.1076,0.342,62.68
Karol Bagh,6,0.33,0.42,0.55,0.72,0.82,0.8,0.1818,0.3805,0.1287,20,0.4016,0.4216,65.86
Connaught Place,11,0.28,0.3,0.55,0.7,0.72,0.8,0.0793,0.4381,0.0464,93,0.0513,0.333,62.32
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.4325,0.5148,0.1535,71,0.2773,0.5856,72.42
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.404,0.896,0.2015,68,0.1765,0.6121,73.48
Gurugram Sector 29,7,0.28,0.5,0.55,0.68,0.72,0.7,0.8498,0.664,0.1494,11,0.5008,0.7318,78.27
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.5904,0.445,0.0507,34,0.1615,0.4986,68.95
Janakpuri,8,0.3,0.4,0.6,0.68,0.76,0.75,0.6302,0.0502,0.1401,81,0.091,0.4019,65.07
Shahdara,8,0.4,0.65,0.6,0.72,0.85,0.75,0.288,0.5007,0.0866,59,0.121,0.5662,71.65
Mayur Vihar,10,0.35,0.55,0.58,0.7,0.8,0.65,0.3713,0.9618,0.0643,6,0.0892,0.62,73.8
Janakpuri,11,0.3,0.4,0.6,0.68,0.76,0.8,0.4611,0.6249,0.0208,65,0.4168,0.6121,73.48
Dwarka,4,0.38,0.6,0.65,0.7,0.78,0.25,0.2066,0.4921,0.2207,6,0.4141,0.3423,62.69
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.4054,0.5754,0.0481,2,0.14,0.5964,72.86
Karol Bagh,8,0.33,0.42,0.55,0.72,0.82,0.75,0.4114,0.2802,0.2068,25,0.0697,0.3688,63.75
Janakpuri,8,0.3,0.4,0.6,0.68,0.76,0.75,0.6504,0.1131,0.0941,36,0.1325,0.4246,65.99
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.1147,0.204,0.0037,58,0.2211,0.1995,56.98
Shahdara,6,0.4,0.65,0.6,0.72,0.85,0.8,0.7543,0.7178,0.0866,60,0.2398,0.6651,75.6
Karol Bagh,8,0.33,0.42,0.55,0.72,0.82,0.75,0.4997,0.7588,0.1655,92,0.0327,0.5447,70.79
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.4027,0.3844,0.1045,37,0.0516,0.4219,65.88
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.1668,0.2815,0.0084,32,0.1404,0.2229,57.92
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.4606,0.728,0.2361,31,0.1115,0.5575,71.3
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.2653,0.3677,0.2662,47,0.3364,0.5077,69.31
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.5466,0.652,0.0821,49,0.2242,0.571,71.84
Vasant Kunj,1,0.22,0.3,0.48,0.65,0.68,0.7,0.5545,0.4978,0.157,24,0.2384,0.5585,71.34
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.1559,0.0968,0.1567,77,0.2708,0.2355,58.42
Dwarka,11,0.38,0.6,0.65,0.7,0.78,0.8,0.5242,0.8066,0.0623,56,0.0974,0.6443,74.77
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.2603,0.4941,0.0623,77,0.0577,0.4584,67.34
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.0173,0.6649,0.2024,3,0.128,0.3775,64.1
Karol Bagh,11,0.33,0.42,0.55,0.72,0.82,0.8,0.3596,0.5304,0.1399,62,0.565,0.6267,74.07
Lajpat Nagar,6,0.32,0.45,0.5,0.68,0.75,0.8,0.7673,0.2888,0.1337,92,0.0198,0.5166,69.67
Noida Sector 18,11,0.3,0.45,0.58,0.7,0.74,0.8,0.4658,0.7618,0.0436,80,0.1597,0.5662,71.65
Vasant Kunj,6,0.22,0.3,0.48,0.65,0.68,0.8,0.6392,0.3704,0.0305,32,0.3295,0.57,71.8
Gurugram Sector 29,12,0.28,0.5,0.55,0.68,0.72,0.75,0.679,0.8622,0.1001,15,0.201,0.7807,80.23
Mayur Vihar,3,0.35,0.55,0.58,0.7,0.8,0.2,0.3803,0.5509,0.02,97,0.2365,0.3827,64.31
Dwarka,6,0.38,0.6,0.65,0.7,0.78,0.8,0.3837,0.221,0.1331,17,0.1943,0.4264,66.05
Mayur Vihar,5,0.35,0.55,0.58,0.7,0.8,0.75,0.3911,0.6806,0.0944,46,0.2328,0.5844,72.38
Janakpuri,10,0.3,0.4,0.6,0.68,0.76,0.65,0.2703,0.8306,0.1108,80,0.1728,0.5212,69.85
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.3761,0.4476,0.0508,59,0.2008,0.4697,67.79
Saket,10,0.25,0.35,0.5,0.65,0.7,0.65,0.3782,0.6408,0.0341,29,0.2556,0.497,68.88
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.7772,0.4255,0.0888,88,0.0946,0.5165,69.66
Shahdara,4,0.4,0.65,0.6,0.72,0.85,0.25,0.464,0.389,0.0056,21,0.4482,0.4129,65.51
Dwarka,8,0.38,0.6,0.65,0.7,0.78,0.75,0.4587,0.5074,0.1177,98,0.1427,0.485,68.4
Janakpuri,2,0.3,0.4,0.6,0.68,0.76,0.65,0.3061,0.3261,0.0023,12,0.1034,0.3819,64.28
Janakpuri,6,0.3,0.4,0.6,0.68,0.76,0.8,0.4578,0.557,0.0834,3,0.12,0.5371,70.48
Dwarka,12,0.38,0.6,0.65,0.7,0.78,0.75,0.5986,0.7542,0.1848,46,0.4598,0.8711,83.84
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.4433,0.563,0.0405,44,0.1161,0.5347,70.39
Dwarka,1,0.38,0.6,0.65,0.7,0.78,0.7,0.5861,0.3998,0.0345,57,0.4668,0.5956,72.82
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.5324,0.6122,0.0643,53,0.2436,0.5993,72.97
Dwarka,8,0.38,0.6,0.65,0.7,0.78,0.75,0.5265,0.6148,0.0972,30,0.3406,0.6161,73.64
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.8516,0.4468,0.1505,35,0.1906,0.6266,74.06
Saket,8,0.25,0.35,0.5,0.65,0.7,0.75,0.8133,0.3652,0.0264,38,0.4853,0.5505,71.02
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.3929,0.6473,0.1319,103,0.1087,0.4384,66.54
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.4889,0.5433,0.0574,101,0.1527,0.4716,67.86
Mayur Vihar,4,0.35,0.55,0.58,0.7,0.8,0.25,0.2009,0.4559,0.0139,58,0.4517,0.3542,63.17
Karol Bagh,4,0.33,0.42,0.55,0.72,0.82,0.25,0.4712,0.4077,0.0136,27,0.146,0.3648,63.59
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.7035,0.6211,0.1894,54,0.2002,0.5981,72.92
Noida Sector 18,9,0.3,0.45,0.58,0.7,0.74,0.6,0.1971,0.5855,0.1356,43,0.1962,0.4179,65.72
Shahdara,2,0.4,0.65,0.6,0.72,0.85,0.65,0.6901,0.6737,0.2858,2,0.16,0.6583,75.33
Lajpat Nagar,3,0.32,0.45,0.5,0.68,0.75,0.2,0.4102,0.5568,0.1425,39,0.0852,0.3638,63.55
Janakpuri,8,0.3,0.4,0.6,0.68,0.76,0.75,0.8008,0.6814,0.1611,37,0.3794,0.6522,75.09
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.2315,0.6502,0.0225,60,0.1684,0.4437,66.75
Vasant Kunj,3,0.22,0.3,0.48,0.65,0.68,0.2,0.322,0.2625,0.146,83,0.3504,0.3104,61.42
Karol Bagh,3,0.33,0.42,0.55,0.72,0.82,0.2,0.183,0.2791,0.1496,86,0.0397,0.2302,58.21
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.305,0.5379,0.1978,104,0.1616,0.4576,67.31
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.373,0.6503,0.0216,95,0.1168,0.4935,68.74
Janakpuri,11,0.3,0.4,0.6,0.68,0.76,0.8,0.1458,0.723,0.0153,17,0.2151,0.4395,66.58
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.4206,0.8957,0.0215,43,0.207,0.5592,71.37
Shahdara,12,0.4,0.65,0.6,0.72,0.85,0.75,0.6306,0.8692,0.0655,16,0.1641,0.7834,80.34
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.2834,0.5573,0.1107,44,0.3085,0.3887,64.55
Lajpat Nagar,4,0.32,0.45,0.5,0.68,0.75,0.25,0.3828,0.5499,0.26,82,0.3199,0.3844,64.38
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.4195,0.5996,0.0106,60,0.2149,0.3741,63.96
Dwarka,1,0.38,0.6,0.65,0.7,0.78,0.7,0.2093,0.2212,0.0715,76,0.1839,0.344,62.76
Mayur Vihar,10,0.35,0.55,0.58,0.7,0.8,0.65,0.2039,0.9727,0.0725,93,0.0339,0.5364,70.46
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.2896,0.2919,0.1189,98,0.4728,0.4953,68.81
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.7748,0.5421,0.1651,9,0.1463,0.5367,70.47
Dwarka,3,0.38,0.6,0.65,0.7,0.78,0.2,0.3075,0.5446,0.2753,32,0.1569,0.345,62.8
Connaught Place,3,0.28,0.3,0.55,0.7,0.72,0.2,0.3463,0.5833,0.0489,102,0.2061,0.3405,62.62
Saket,5,0.25,0.35,0.5,0.65,0.7,0.75,0.5139,0.3068,0.1766,43,0.2421,0.5024,69.1
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.2147,0.3388,0.166,80,0.2764,0.412,65.48
Lajpat Nagar,4,0.32,0.45,0.5,0.68,0.75,0.25,0.349,0.4272,0.0701,52,0.0252,0.2597,59.39
Connaught Place,12,0.28,0.3,0.55,0.7,0.72,0.75,0.555,0.6183,0.0743,48,0.4982,0.6939,76.75
Karol Bagh,3,0.33,0.42,0.55,0.72,0.82,0.2,0.1005,0.7293,0.0149,31,0.0266,0.3322,62.29
Noida Sector 18,7,0.3,0.45,0.58,0.7,0.74,0.7,0.3889,0.1872,0.0732,64,0.1925,0.4161,65.64
Saket,6,0.25,0.35,0.5,0.65,0.7,0.8,0.3141,0.2252,0.1727,6,0.1419,0.3512,63.05
Mayur Vihar,5,0.35,0.55,0.58,0.7,0.8,0.75,0.6654,0.4871,0.1729,101,0.2827,0.6321,74.28
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.3426,0.6393,0.1414,82,0.743,0.6433,74.73
Saket,12,0.25,0.35,0.5,0.65,0.7,0.75,0.574,0.8052,0.1084,21,0.171,0.7594,79.38
Shahdara,1,0.4,0.65,0.6,0.72,0.85,0.7,0.6147,0.431,0.0834,64,0.3079,0.5455,70.82
Connaught Place,6,0.28,0.3,0.55,0.7,0.72,0.8,0.3131,0.5182,0.108,98,0.3393,0.567,71.68
Dwarka,2,0.38,0.6,0.65,0.7,0.78,0.65,0.2624,0.6249,0.1359,8,0.1891,0.5333,70.33
Noida Sector 18,6,0.3,0.45,0.58,0.7,0.74,0.8,0.2244,0.496,0.0923,20,0.1531,0.4194,65.78
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.6566,0.7135,0.0905,54,0.1044,0.6468,74.87
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.7916,0.4056,0.1177,101,0.3026,0.5706,71.82
Vasant Kunj,4,0.22,0.3,0.48,0.65,0.68,0.25,0.3157,0.5748,0.0119,8,0.0837,0.3347,62.39
Dwarka,4,0.38,0.6,0.65,0.7,0.78,0.25,0.1711,0.579,0.0846,2,0.152,0.3491,62.96
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.3891,0.6311,0.1148,44,0.3945,0.4162,65.65
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.052,0.3171,0.1525,74,0.1239,0.2601,59.4
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.4646,0.8212,0.1193,69,0.1842,0.6461,74.85
Lajpat Nagar,9,0.32,0.45,0.5,0.68,0.75,0.6,0.6685,0.2134,0.1184,4,0.128,0.4681,67.72
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.3743,0.538,0.0266,46,0.082,0.4644,67.58
Shahdara,1,0.4,0.65,0.6,0.72,0.85,0.7,0.5989,0.3575,0.2837,49,0.4729,0.6037,73.15
Noida Sector 18,7,0.3,0.45,0.58,0.7,0.74,0.7,0.8422,0.4915,0.0293,52,0.0302,0.6054,73.22
Noida Sector 18,9,0.3,0.45,0.58,0.7,0.74,0.6,0.2421,0.4266,0.0933,1,0.12,0.4185,65.74
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.1758,0.4414,0.111,47,0.4959,0.419,65.76
Mayur Vihar,3,0.35,0.55,0.58,0.7,0.8,0.2,0.346,0.731,0.093,5,0.093,0.4191,65.76
Gurugram Sector 29,8,0.28,0.5,0.55,0.68,0.72,0.75,0.555,0.6104,0.0332,49,0.3032,0.5972,72.89
Mayur Vihar,5,0.35,0.55,0.58,0.7,0.8,0.75,0.743,0.1969,0.1619,83,0.1883,0.5698,71.79
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.7432,0.439,0.1207,4,0.12,0.5389,70.56
Karol Bagh,2,0.33,0.42,0.55,0.72,0.82,0.65,0.5712,0.5192,0.0788,96,0.118,0.4919,68.68
Saket,2,0.25,0.35,0.5,0.65,0.7,0.65,0.7971,0.3891,0.1432,60,0.2544,0.542,70.68
Mayur Vihar,7,0.35,0.55,0.58,0.7,0.8,0.7,0.3855,0.4093,0.0507,75,0.1908,0.4694,67.78
Rohini,5,0.35,0.5,0.7,0.72,0.8,0.75,0.5052,0.7388,0.0042,50,0.2729,0.6927,76.71
Rohini,9,0.35,0.5,0.7,0.72,0.8,0.6,0.6067,0.5245,0.103,88,0.3236,0.576,72.04
Shahdara,7,0.4,0.65,0.6,0.72,0.85,0.7,0.4161,0.7116,0.1771,30,0.3493,0.6149,73.6
Shahdara,5,0.4,0.65,0.6,0.72,0.85,0.75,0.6232,0.3816,0.1439,17,0.168,0.5851,72.4
Gurugram Sector 29,2,0.28,0.5,0.55,0.68,0.72,0.65,0.5031,0.1018,0.0267,50,0.295,0.468,67.72
Dwarka,2,0.38,0.6,0.65,0.7,0.78,0.65,0.4988,0.6718,0.2248,63,0.2424,0.5629,71.51
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.478,0.8825,0.2668,88,0.0486,0.67,75.8
Dwarka,3,0.38,0.6,0.65,0.7,0.78,0.2,0.4519,0.5944,0.1098,52,0.2366,0.4086,65.35
Shahdara,7,0.4,0.65,0.6,0.72,0.85,0.7,0.3217,0.5514,0.0178,10,0.2042,0.4905,68.62
Vasant Kunj,10,0.22,0.3,0.48,0.65,0.68,0.65,0.5129,0.7748,0.0569,90,0.1831,0.5242,69.97
Shahdara,11,0.4,0.65,0.6,0.72,0.85,0.8,0.3215,0.8665,0.2333,86,0.3141,0.6285,74.14
Gurugram Sector 29,4,0.28,0.5,0.55,0.68,0.72,0.25,0.1653,0.4834,0.0473,58,0.2138,0.2806,60.22
Karol Bagh,2,0.33,0.42,0.55,0.72,0.82,0.65,0.3445,0.4309,0.0235,6,0.3437,0.4746,67.99
Vasant Kunj,10,0.22,0.3,0.48,0.65,0.68,0.65,0.3244,0.4399,0.0706,96,0.3175,0.4223,65.89
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.5305,0.3546,0.1418,69,0.3106,0.4479,66.92
Janakpuri,4,0.3,0.4,0.6,0.68,0.76,0.25,0.4892,0.2295,0.0603,95,0.0944,0.3146,61.58
Rohini,8,0.35,0.5,0.7,0.72,0.8,0.75,0.2172,0.3059,0.048,14,0.0722,0.3501,63.0
Shahdara,3,0.4,0.65,0.6,0.72,0.85,0.2,0.1044,0.3926,0.244,36,0.2715,0.3172,61.69
Vasant Kunj,9,0.22,0.3,0.48,0.65,0.68,0.6,0.3214,0.3719,0.1423,24,0.2258,0.3925,64.7
Janakpuri,9,0.3,0.4,0.6,0.68,0.76,0.6,0.4492,0.5189,0.121,78,0.1655,0.4727,67.91
Saket,4,0.25,0.35,0.5,0.65,0.7,0.25,0.2775,0.5538,0.1065,33,0.149,0.3133,61.53
Lajpat Nagar,6,0.32,0.45,0.5,0.68,0.75,0.8,0.5493,0.7334,0.1596,93,0.1177,0.5442,70.77
Saket,5,0.25,0.35,0.5,0.65,0.7,0.75,0.5933,0.2464,0.0709,44,0.1932,0.4955,68.82
Rohini,1,0.35,0.5,0.7,0.72,0.8,0.7,0.5972,0.3518,0.1875,39,0.0945,0.519,69.76
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.3383,0.3272,0.0533,64,0.4234,0.4385,66.54
Shahdara,12,0.4,0.65,0.6,0.72,0.85,0.75,0.225,0.5281,0.2129,81,0.2128,0.5683,71.73
Lajpat Nagar,6,0.32,0.45,0.5,0.68,0.75,0.8,0.4964,0.5212,0.1275,41,0.1324,0.5319,70.28
Connaught Place,2,0.28,0.3,0.55,0.7,0.72,0.65,0.5943,0.4064,0.0603,1,0.112,0.4512,67.05
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.6947,0.4681,0.1043,95,0.3091,0.5555,71.22
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.5235,0.5778,0.0784,45,0.0652,0.5569,71.28
Mayur Vihar,12,0.35,0.55,0.58,0.7,0.8,0.75,0.3354,0.7208,0.0943,12,0.6112,0.7343,78.37
Lajpat Nagar,5,0.32,0.45,0.5,0.68,0.75,0.75,0.6545,0.372,0.0581,67,0.238,0.551,71.04
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.182,0.651,0.0616,75,0.2477,0.5313,70.25
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.7808,0.196,0.0772,38,0.4404,0.5657,71.63
Mayur Vihar,10,0.35,0.55,0.58,0.7,0.8,0.65,0.6135,0.5641,0.1326,17,0.2129,0.5514,71.05
Mayur Vihar,10,0.35,0.55,0.58,0.7,0.8,0.65,0.488,0.7782,0.0461,92,0.1416,0.5889,72.55
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.1974,0.3185,0.087,90,0.1941,0.3503,63.01
Lajpat Nagar,1,0.32,0.45,0.5,0.68,0.75,0.7,0.6834,0.042,0.0189,68,0.6341,0.4979,68.92
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.7457,0.4734,0.0675,28,0.146,0.6871,76.49
Karol Bagh,12,0.33,0.42,0.55,0.72,0.82,0.75,0.5849,0.6501,0.1805,56,0.4738,0.8071,81.28
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.5569,0.173,0.072,64,0.2412,0.4209,65.84
Gurugram Sector 29,8,0.28,0.5,0.55,0.68,0.72,0.75,0.176,0.5766,0.1109,91,0.4429,0.4638,67.55
Lajpat Nagar,12,0.32,0.45,0.5,0.68,0.75,0.75,0.8534,0.8124,0.1545,94,0.3897,0.8146,81.58
Connaught Place,12,0.28,0.3,0.55,0.7,0.72,0.75,0.5671,0.6016,0.1184,78,0.1141,0.6168,73.67
Connaught Place,4,0.28,0.3,0.55,0.7,0.72,0.25,0.1873,0.5757,0.1147,69,0.1576,0.3208,61.83
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.2644,0.6558,0.0933,26,0.129,0.4959,68.84
Karol Bagh,8,0.33,0.42,0.55,0.72,0.82,0.75,0.3513,0.5065,0.088,13,0.1179,0.4806,68.22
Noida Sector 18,12,0.3,0.45,0.58,0.7,0.74,0.75,0.6308,0.6296,0.1177,84,0.0049,0.7282,78.13
Dwarka,2,0.38,0.6,0.65,0.7,0.78,0.65,0.3803,0.5517,0.1216,11,0.1822,0.5187,69.75
Mayur Vihar,8,0.35,0.55,0.58,0.7,0.8,0.75,0.4705,0.657,0.2572,54,0.0979,0.5491,70.96
Connaught Place,1,0.28,0.3,0.55,0.7,0.72,0.7,0.55,0.3073,0.1152,55,0.1323,0.4477,66.91
Mayur Vihar,5,0.35,0.55,0.58,0.7,0.8,0.75,0.5006,0.6058,0.2058,22,0.1287,0.5129,69.51
Karol Bagh,1,0.33,0.42,0.55,0.72,0.82,0.7,0.5442,0.4034,0.0457,28,0.2461,0.5089,69.36
Gurugram Sector 29,6,0.28,0.5,0.55,0.68,0.72,0.8,0.8666,0.4777,0.0484,102,0.0426,0.5928,72.71
Karol Bagh,10,0.33,0.42,0.55,0.72,0.82,0.65,0.5601,0.7442,0.0863,78,0.1561,0.5752,72.01
Noida Sector 18,8,0.3,0.45,0.58,0.7,0.74,0.75,0.8579,0.6536,0.0585,42,0.1201,0.6884,76.54
Janakpuri,4,0.3,0.4,0.6,0.68,0.76,0.25,0.0701,0.4842,0.129,78,0.1241,0.2287,58.15
Dwarka,6,0.38,0.6,0.65,0.7,0.78,0.8,0.3204,0.33,0.1855,4,0.152,0.4266,66.06
Vasant Kunj,5,0.22,0.3,0.48,0.65,0.68,0.75,0.5964,0.2814,0.1544,19,0.2096,0.4325,66.3
Gurugram Sector 29,9,0.28,0.5,0.55,0.68,0.72,0.6,0.5236,0.4639,0.0674,96,0.1845,0.5186,69.75
Rohini,4,0.35,0.5,0.7,0.72,0.8,0.25,0.4603,0.6967,0.0767,83,0.3707,0.5495,70.98
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.363,0.5895,0.0613,14,0.1216,0.4561,67.24
Connaught Place,7,0.28,0.3,0.55,0.7,0.72,0.7,0.3446,0.2283,0.0086,22,0.3813,0.4118,65.47
Noida Sector 18,10,0.3,0.45,0.58,0.7,0.74,0.65,0.5123,0.7315,0.1117,48,0.1169,0.5476,70.9
Rohini,6,0.35,0.5,0.7,0.72,0.8,0.8,0.4768,0.6758,0.1559,41,0.0977,0.599,72.96
Noida Sector 18,3,0.3,0.45,0.58,0.7,0.74,0.2,0.3971,0.6078,0.1853,54,0.039,0.3465,62.86
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.8659,0.4376,0.0122,87,0.1797,0.5451,70.8
Janakpuri,12,0.3,0.4,0.6,0.68,0.76,0.75,0.3928,0.7664,0.005,80,0.4697,0.7484,78.94
Gurugram Sector 29,10,0.28,0.5,0.55,0.68,0.72,0.65,0.3103,0.6131,0.0222,78,0.0405,0.4912,68.65
Mayur Vihar,2,0.35,0.55,0.58,0.7,0.8,0.65,0.1972,0.2645,0.089,9,0.4571,0.3898,64.59
Saket,1,0.25,0.35,0.5,0.65,0.7,0.7,0.3218,0.6241,0.1224,47,0.3534,0.5138,69.55
Vasant Kunj,2,0.22,0.3,0.48,0.65,0.68,0.65,0.2147,0.3899,0.0717,78,0.3563,0.3334,62.34
Janakpuri,5,0.3,0.4,0.6,0.68,0.76,0.75,0.5761,0.3531,0.1361,73,0.0057,0.4432,66.73
Lajpat Nagar,10,0.32,0.45,0.5,0.68,0.75,0.65,0.4451,0.7291,0.1791,73,0.3129,0.6693,75.77
Connaught Place,2,0.28,0.3,0.55,0.7,0.72,0.65,0.212,0.4939,0.1183,83,0.3797,0.4393,66.57
Rohini,10,0.35,0.5,0.7,0.72,0.8,0.65,0.5956,0.7126,0.1543,32,0.1761,0.5988,72.95
Gurugram Sector 29,1,0.28,0.5,0.55,0.68,0.72,0.7,0.5991,0.4612,0.1012,86,0.0534,0.5135,69.54
Shahdara,9,0.4,0.65,0.6,0.72,0.85,0.6,0.7863,0.5963,0.0817,83,0.1436,0.6538,75.15
