zone,work_type,disruption_freq,flood_risk,heat_risk,weekly_income,income_norm,tenure_weeks,claim_ratio,premium_score,weekly_premium
Shahdara,1,0.4,0.65,0.72,9127.37,0.565,51,0.174,0.3808,51.85
Noida Sector 18,0,0.3,0.45,0.7,5723.79,0.3129,87,0.1539,0.3257,48.54
Gurugram Sector 29,1,0.28,0.5,0.68,3813.71,0.1714,21,0.3438,0.1787,39.72
Shahdara,0,0.4,0.65,0.72,5820.49,0.32,13,0.0944,0.3795,51.77
Rohini,0,0.35,0.5,0.72,4122.98,0.1943,86,0.1447,0.3249,48.49
Janakpuri,0,0.3,0.4,0.68,4115.83,0.1938,91,0.3969,0.3032,47.19
Rohini,1,0.35,0.5,0.72,7693.89,0.4588,45,0.2336,0.3197,48.18
Janakpuri,1,0.3,0.4,0.68,2568.23,0.0791,5,0.1706,0.165,38.9
Noida Sector 18,0,0.3,0.45,0.7,4071.04,0.1904,57,0.2474,0.295,46.7
Rohini,0,0.35,0.5,0.72,7294.35,0.4292,32,0.0493,0.3837,52.02
Rohini,0,0.35,0.5,0.72,4696.14,0.2368,62,0.0948,0.334,49.04
Mayur Vihar,1,0.35,0.55,0.7,3345.84,0.1367,15,0.2235,0.2111,41.67
Saket,1,0.25,0.35,0.65,1714.57,0.0159,84,0.0372,0.1053,35.32
Rohini,0,0.35,0.5,0.72,1500.0,0.0,72,0.4387,0.2567,44.4
Gurugram Sector 29,0,0.28,0.5,0.68,11362.69,0.7306,68,0.0248,0.4914,58.48
Gurugram Sector 29,0,0.28,0.5,0.68,4695.01,0.2367,54,0.1034,0.2702,45.21
Mayur Vihar,0,0.35,0.55,0.7,3004.79,0.1115,23,0.1381,0.2699,45.19
Mayur Vihar,0,0.35,0.55,0.7,4792.12,0.2439,98,0.1322,0.3361,49.17
Vasant Kunj,0,0.22,0.3,0.65,2505.3,0.0745,28,0.1123,0.2029,41.17
Shahdara,0,0.4,0.65,0.72,3409.77,0.1415,39,0.4135,0.2805,45.83
Dwarka,0,0.38,0.6,0.7,2513.75,0.0751,97,0.3193,0.2876,46.26
Karol Bagh,1,0.33,0.42,0.72,1984.98,0.0359,5,0.1966,0.1333,37.0
Dwarka,0,0.38,0.6,0.7,1500.0,0.0,14,0.1086,0.2202,42.21
Dwarka,0,0.38,0.6,0.7,1810.16,0.023,80,0.1401,0.2252,42.51
Mayur Vihar,1,0.35,0.55,0.7,6705.24,0.3856,39,0.1317,0.3078,47.47
Karol Bagh,1,0.33,0.42,0.72,2456.66,0.0709,61,0.0093,0.1475,37.85
Saket,0,0.25,0.35,0.65,5257.68,0.2783,61,0.1277,0.3072,47.43
Gurugram Sector 29,0,0.28,0.5,0.68,6491.99,0.3698,87,0.0049,0.3338,49.03
Vasant Kunj,1,0.22,0.3,0.65,4057.37,0.1894,65,0.1256,0.1704,39.22
Mayur Vihar,0,0.35,0.55,0.7,3465.86,0.1456,45,0.1428,0.2784,45.71
Connaught Place,1,0.28,0.3,0.7,4300.61,0.2075,58,0.3899,0.2342,43.05
Noida Sector 18,0,0.3,0.45,0.7,3267.2,0.1309,77,0.2514,0.2697,45.18
Rohini,0,0.35,0.5,0.72,7346.32,0.4331,40,0.0927,0.4109,53.65
Karol Bagh,0,0.33,0.42,0.72,10283.2,0.6506,18,0.2176,0.5249,60.49
Connaught Place,1,0.28,0.3,0.7,8307.43,0.5043,51,0.0212,0.309,47.54
Vasant Kunj,0,0.22,0.3,0.65,1500.0,0.0,104,0.2877,0.1578,38.47
Rohini,0,0.35,0.5,0.72,3234.04,0.1284,12,0.0823,0.2329,42.98
Janakpuri,0,0.3,0.4,0.68,4032.25,0.1876,19,0.3208,0.2924,46.55
Rohini,1,0.35,0.5,0.72,5072.2,0.2646,104,0.4303,0.2668,45.01
Mayur Vihar,0,0.35,0.55,0.7,1696.53,0.0146,87,0.0361,0.1913,40.48
Saket,1,0.25,0.35,0.65,1682.91,0.0135,13,0.0982,0.1019,35.12
Gurugram Sector 29,1,0.28,0.5,0.68,7734.1,0.4618,23,0.5555,0.3473,49.84
Connaught Place,0,0.28,0.3,0.7,3042.52,0.1143,72,0.1275,0.2161,41.97
Janakpuri,1,0.3,0.4,0.68,1912.75,0.0306,82,0.1334,0.1226,36.36
Karol Bagh,1,0.33,0.42,0.72,2317.35,0.0605,77,0.2855,0.1513,38.08
Vasant Kunj,0,0.22,0.3,0.65,4891.42,0.2512,90,0.2827,0.3132,47.79
Rohini,0,0.35,0.5,0.72,2667.04,0.0864,53,0.1262,0.2541,44.24
Saket,0,0.25,0.35,0.65,4540.59,0.2252,92,0.36,0.2853,46.12
Saket,0,0.25,0.35,0.65,2466.7,0.0716,62,0.3351,0.2164,41.99
Shahdara,0,0.4,0.65,0.72,1682.27,0.0135,50,0.0138,0.2123,41.74
Shahdara,1,0.4,0.65,0.72,8202.47,0.4965,67,0.0633,0.3485,49.91
Lajpat Nagar,1,0.32,0.45,0.68,4910.32,0.2526,45,0.2669,0.2392,43.35
Mayur Vihar,0,0.35,0.55,0.7,3405.42,0.1411,64,0.0823,0.2856,46.14
Rohini,0,0.35,0.5,0.72,3100.5,0.1186,87,0.1238,0.2244,42.46
Dwarka,0,0.38,0.6,0.7,8370.34,0.5089,100,0.327,0.4678,57.07
Karol Bagh,0,0.33,0.42,0.72,5408.71,0.2895,61,0.1545,0.3007,47.04
Gurugram Sector 29,0,0.28,0.5,0.68,7139.56,0.4177,1,0.0,0.3909,52.46
Saket,1,0.25,0.35,0.65,3005.36,0.1115,65,0.319,0.1655,38.93
Karol Bagh,1,0.33,0.42,0.72,4127.11,0.1946,27,0.044,0.1863,40.18
Saket,0,0.25,0.35,0.65,4920.18,0.2533,25,0.0882,0.2661,44.96
Shahdara,1,0.4,0.65,0.72,3056.32,0.1153,92,0.0006,0.1939,40.64
Rohini,0,0.35,0.5,0.72,3836.19,0.1731,47,0.2014,0.259,44.54
Rohini,1,0.35,0.5,0.72,3005.49,0.1115,83,0.3097,0.2197,42.18
Janakpuri,0,0.3,0.4,0.68,4912.46,0.2528,39,0.1419,0.2916,46.5
Shahdara,0,0.4,0.65,0.72,2078.29,0.0428,64,0.3883,0.2994,46.96
Mayur Vihar,1,0.35,0.55,0.7,5356.07,0.2856,70,0.2406,0.2441,43.64
Saket,0,0.25,0.35,0.65,4700.18,0.2371,93,0.1972,0.2833,46.0
Karol Bagh,0,0.33,0.42,0.72,3634.93,0.1581,21,0.2808,0.2433,43.6
Noida Sector 18,0,0.3,0.45,0.7,5037.97,0.2621,59,0.1188,0.3543,50.26
Connaught Place,1,0.28,0.3,0.7,3352.73,0.1372,43,0.0252,0.1294,36.76
Gurugram Sector 29,1,0.28,0.5,0.68,2878.24,0.1021,49,0.2525,0.2079,41.47
Shahdara,0,0.4,0.65,0.72,5280.96,0.2801,89,0.0476,0.3579,50.47
Saket,0,0.25,0.35,0.65,5396.51,0.2886,15,0.2674,0.3024,47.14
Janakpuri,1,0.3,0.4,0.68,3122.42,0.1202,57,0.055,0.1735,39.41
Dwarka,0,0.38,0.6,0.7,2991.33,0.1105,41,0.1079,0.2483,43.9
Noida Sector 18,0,0.3,0.45,0.7,3672.08,0.1609,94,0.5747,0.3161,47.97
Shahdara,1,0.4,0.65,0.72,3053.36,0.1151,23,0.2462,0.2346,43.08
Janakpuri,0,0.3,0.4,0.68,8626.2,0.5279,25,0.0898,0.4271,54.63
Dwarka,1,0.38,0.6,0.7,4713.74,0.2381,10,0.117,0.2525,44.15
Saket,0,0.25,0.35,0.65,4053.35,0.1891,46,0.1312,0.2813,45.88
Janakpuri,1,0.3,0.4,0.68,2524.09,0.0759,2,0.0,0.1537,38.22
Janakpuri,0,0.3,0.4,0.68,5822.56,0.3202,53,0.1146,0.3099,47.59
Dwarka,0,0.38,0.6,0.7,2963.71,0.1084,24,0.0659,0.2768,45.61
Shahdara,0,0.4,0.65,0.72,2903.37,0.104,42,0.1069,0.2654,44.92
Rohini,1,0.35,0.5,0.72,5921.28,0.3275,63,0.3139,0.2711,45.27
Shahdara,1,0.4,0.65,0.72,4883.71,0.2506,72,0.1978,0.2766,45.6
Lajpat Nagar,1,0.32,0.45,0.68,1500.0,0.0,7,0.3651,0.1364,37.18
Janakpuri,0,0.3,0.4,0.68,3718.64,0.1643,16,0.4771,0.2848,46.09
Mayur Vihar,0,0.35,0.55,0.7,4284.5,0.2063,34,0.3554,0.3396,49.38
Mayur Vihar,1,0.35,0.55,0.7,3395.49,0.1404,55,0.2499,0.2407,43.44
Gurugram Sector 29,1,0.28,0.5,0.68,4359.8,0.2118,92,0.2459,0.2312,42.87
Gurugram Sector 29,0,0.28,0.5,0.68,1628.08,0.0095,15,0.3485,0.1752,39.51
Connaught Place,1,0.28,0.3,0.7,1500.0,0.0,8,0.0968,0.0896,34.37
Saket,0,0.25,0.35,0.65,2470.72,0.0719,66,0.3595,0.2414,43.49
Noida Sector 18,0,0.3,0.45,0.7,4633.76,0.2321,102,0.0927,0.2752,45.51
Mayur Vihar,1,0.35,0.55,0.7,1500.0,0.0,87,0.4531,0.1519,38.11
Shahdara,0,0.4,0.65,0.72,2639.19,0.0844,59,0.1488,0.2505,44.03
Karol Bagh,0,0.33,0.42,0.72,1538.59,0.0029,3,0.0,0.1823,39.94
Dwarka,0,0.38,0.6,0.7,3564.18,0.1529,60,0.1203,0.2917,46.5
Lajpat Nagar,1,0.32,0.45,0.68,10710.18,0.6822,48,0.1847,0.4035,53.21
Lajpat Nagar,0,0.32,0.45,0.68,3609.82,0.1563,47,0.4534,0.2883,46.3
Shahdara,1,0.4,0.65,0.72,3813.29,0.1714,52,0.0862,0.2143,41.86
Noida Sector 18,0,0.3,0.45,0.7,6121.82,0.3424,59,0.2299,0.3209,48.26
Dwarka,0,0.38,0.6,0.7,4066.97,0.1901,75,0.5195,0.3313,48.88
Mayur Vihar,0,0.35,0.55,0.7,3613.76,0.1566,20,0.246,0.2928,46.57
Gurugram Sector 29,0,0.28,0.5,0.68,6395.33,0.3626,8,0.4194,0.3646,50.87
Saket,0,0.25,0.35,0.65,5094.64,0.2663,6,0.1506,0.3029,47.17
Rohini,0,0.35,0.5,0.72,4648.56,0.2332,43,0.2424,0.3018,47.11
Gurugram Sector 29,1,0.28,0.5,0.68,3754.12,0.167,53,0.2699,0.1818,39.91
Gurugram Sector 29,0,0.28,0.5,0.68,3384.52,0.1396,82,0.1073,0.2455,43.73
Rohini,1,0.35,0.5,0.72,6365.1,0.3604,46,0.3002,0.3048,47.29
Dwarka,1,0.38,0.6,0.7,3400.81,0.1408,56,0.3424,0.2516,44.1
Janakpuri,0,0.3,0.4,0.68,7447.45,0.4406,102,0.0272,0.3448,49.69
Shahdara,0,0.4,0.65,0.72,2383.74,0.0655,78,0.3564,0.3103,47.62
Lajpat Nagar,0,0.32,0.45,0.68,8241.12,0.4993,72,0.0874,0.4276,54.66
Vasant Kunj,0,0.22,0.3,0.65,5095.03,0.2663,38,0.5375,0.296,46.76
Saket,0,0.25,0.35,0.65,2479.3,0.0725,16,0.504,0.2353,43.12
Saket,0,0.25,0.35,0.65,5190.0,0.2733,96,0.0351,0.3023,47.14
Connaught Place,0,0.28,0.3,0.7,2906.92,0.1042,58,0.0211,0.1566,38.4
Karol Bagh,0,0.33,0.42,0.72,4091.69,0.192,9,0.041,0.2565,44.39
Rohini,1,0.35,0.5,0.72,3154.82,0.1226,51,0.1823,0.1872,40.23
Vasant Kunj,0,0.22,0.3,0.65,3765.15,0.1678,10,0.0477,0.2227,42.36
Janakpuri,0,0.3,0.4,0.68,6442.78,0.3661,103,0.1078,0.377,51.62
Karol Bagh,0,0.33,0.42,0.72,5214.8,0.2752,55,0.2244,0.3265,48.59
Rohini,1,0.35,0.5,0.72,2292.31,0.0587,82,0.1026,0.1611,38.66
Lajpat Nagar,0,0.32,0.45,0.68,2358.9,0.0636,49,0.0723,0.2134,41.81
Mayur Vihar,0,0.35,0.55,0.7,4607.26,0.2302,3,0.0,0.2979,46.87
Mayur Vihar,1,0.35,0.55,0.7,4777.12,0.2427,67,0.1358,0.2093,41.56
Shahdara,0,0.4,0.65,0.72,2872.04,0.1016,68,0.2485,0.2995,46.97
Connaught Place,0,0.28,0.3,0.7,8916.49,0.5494,24,0.1515,0.4456,55.73
Vasant Kunj,0,0.22,0.3,0.65,6043.55,0.3366,75,0.2658,0.3378,49.27
Saket,1,0.25,0.35,0.65,2943.08,0.1069,24,0.0201,0.1255,36.53
Vasant Kunj,1,0.22,0.3,0.65,2804.2,0.0966,72,0.4878,0.173,39.38
Karol Bagh,1,0.33,0.42,0.72,3590.67,0.1549,78,0.11,0.2131,41.78
Karol Bagh,0,0.33,0.42,0.72,3408.65,0.1414,15,0.1622,0.3025,47.15
Gurugram Sector 29,0,0.28,0.5,0.68,7540.76,0.4475,31,0.1855,0.4169,54.01
Gurugram Sector 29,0,0.28,0.5,0.68,6583.1,0.3765,17,0.0218,0.3751,51.51
Shahdara,1,0.4,0.65,0.72,4095.05,0.1922,76,0.3029,0.24,43.4
Connaught Place,1,0.28,0.3,0.7,5647.41,0.3072,25,0.2116,0.2162,41.97
Saket,1,0.25,0.35,0.65,6072.27,0.3387,67,0.3054,0.266,44.96
Gurugram Sector 29,0,0.28,0.5,0.68,4142.81,0.1958,44,0.4494,0.2671,45.03
Mayur Vihar,1,0.35,0.55,0.7,4921.21,0.2534,9,0.0064,0.2385,43.31
Shahdara,1,0.4,0.65,0.72,5415.9,0.2901,92,0.1371,0.3006,47.04
Gurugram Sector 29,1,0.28,0.5,0.68,5134.83,0.2692,74,0.2497,0.2541,44.25
Connaught Place,1,0.28,0.3,0.7,2726.02,0.0908,28,0.0318,0.149,37.94
Janakpuri,0,0.3,0.4,0.68,2867.35,0.1013,92,0.0004,0.2037,41.22
Shahdara,1,0.4,0.65,0.72,3483.19,0.1469,74,0.3904,0.2383,43.3
Karol Bagh,0,0.33,0.42,0.72,2826.14,0.0982,85,0.5573,0.3129,47.78
Dwarka,0,0.38,0.6,0.7,1926.48,0.0316,19,0.0578,0.2472,43.83
Rohini,1,0.35,0.5,0.72,5641.9,0.3068,1,0.0,0.2635,44.81
Saket,1,0.25,0.35,0.65,4784.82,0.2433,7,0.3232,0.2172,42.03
Rohini,1,0.35,0.5,0.72,2059.7,0.0415,57,0.2223,0.1592,38.55
Shahdara,0,0.4,0.65,0.72,3567.22,0.1531,82,0.0979,0.3214,48.29
Noida Sector 18,0,0.3,0.45,0.7,3669.67,0.1607,95,0.4164,0.2784,45.7
Mayur Vihar,0,0.35,0.55,0.7,4407.1,0.2153,100,0.1605,0.3128,47.77
Vasant Kunj,1,0.22,0.3,0.65,2342.65,0.0624,63,0.0491,0.1274,36.65
Connaught Place,1,0.28,0.3,0.7,2044.69,0.0403,66,0.0951,0.1274,36.64
Rohini,1,0.35,0.5,0.72,5217.96,0.2754,31,0.3679,0.2899,46.39
Dwarka,0,0.38,0.6,0.7,1868.74,0.0273,1,0.0,0.1883,40.3
Rohini,0,0.35,0.5,0.72,3581.97,0.1542,21,0.2231,0.2818,45.91
Mayur Vihar,1,0.35,0.55,0.7,3418.51,0.1421,6,0.1269,0.2355,43.13
Lajpat Nagar,0,0.32,0.45,0.68,3783.32,0.1691,72,0.0216,0.2702,45.21
Connaught Place,1,0.28,0.3,0.7,4565.84,0.2271,53,0.0655,0.1891,40.35
Karol Bagh,0,0.33,0.42,0.72,8948.89,0.5518,81,0.288,0.4857,58.14
Vasant Kunj,0,0.22,0.3,0.65,1808.5,0.0229,16,0.4236,0.1743,39.46
Rohini,0,0.35,0.5,0.72,6237.23,0.3509,95,0.0343,0.3892,52.35
Dwarka,1,0.38,0.6,0.7,1500.0,0.0,75,0.3145,0.1867,40.2
Shahdara,1,0.4,0.65,0.72,8077.64,0.4872,95,0.043,0.3331,48.98
Shahdara,1,0.4,0.65,0.72,1500.0,0.0,68,0.2643,0.1835,40.01
Vasant Kunj,1,0.22,0.3,0.65,13605.06,0.8967,36,0.3523,0.4601,56.6
Saket,0,0.25,0.35,0.65,3311.37,0.1342,66,0.2586,0.2373,43.24
Connaught Place,1,0.28,0.3,0.7,7670.92,0.4571,63,0.2615,0.2978,46.87
Janakpuri,1,0.3,0.4,0.68,6919.36,0.4014,19,0.1497,0.2857,46.14
Shahdara,0,0.4,0.65,0.72,3234.91,0.1285,11,0.0864,0.2948,46.69
Shahdara,1,0.4,0.65,0.72,3361.44,0.1379,68,0.0096,0.2017,41.1
Shahdara,0,0.4,0.65,0.72,2647.63,0.085,10,0.294,0.2763,45.58
Vasant Kunj,0,0.22,0.3,0.65,5965.12,0.3307,11,0.1577,0.2976,46.85
Mayur Vihar,0,0.35,0.55,0.7,3256.04,0.1301,8,0.3315,0.2876,46.26
Dwarka,1,0.38,0.6,0.7,2671.8,0.0868,65,0.4593,0.214,41.84
Saket,0,0.25,0.35,0.65,5263.96,0.2788,97,0.5819,0.3547,50.28
Gurugram Sector 29,0,0.28,0.5,0.68,2569.36,0.0792,52,0.0893,0.1943,40.66
Saket,1,0.25,0.35,0.65,3413.55,0.1417,16,0.4443,0.1617,38.7
Janakpuri,0,0.3,0.4,0.68,4245.24,0.2034,54,0.2126,0.3163,47.98
Rohini,1,0.35,0.5,0.72,2918.38,0.1051,51,0.117,0.1717,39.3
Dwarka,1,0.38,0.6,0.7,3147.07,0.122,62,0.4367,0.2458,43.75
Gurugram Sector 29,0,0.28,0.5,0.68,8668.85,0.531,46,0.0868,0.4514,56.08
Karol Bagh,0,0.33,0.42,0.72,3633.25,0.158,56,0.2211,0.2505,44.03
Mayur Vihar,1,0.35,0.55,0.7,3361.65,0.1379,34,0.0503,0.1941,40.65
Dwarka,0,0.38,0.6,0.7,3686.52,0.162,95,0.1128,0.2876,46.26
Lajpat Nagar,0,0.32,0.45,0.68,5050.42,0.263,56,0.2204,0.3262,48.57
Lajpat Nagar,1,0.32,0.45,0.68,2399.63,0.0666,33,0.0588,0.142,37.52
Saket,1,0.25,0.35,0.65,4982.1,0.2579,1,0.0,0.1953,40.72
Shahdara,1,0.4,0.65,0.72,4572.93,0.2276,71,0.1532,0.2564,44.39
Karol Bagh,0,0.33,0.42,0.72,1645.29,0.0108,40,0.1222,0.2046,41.28
Karol Bagh,1,0.33,0.42,0.72,9868.74,0.6199,26,0.0302,0.3523,50.14
Connaught Place,1,0.28,0.3,0.7,8353.26,0.5076,50,0.0317,0.2801,45.81
Gurugram Sector 29,1,0.28,0.5,0.68,2696.52,0.0886,51,0.1152,0.1575,38.45
Dwarka,1,0.38,0.6,0.7,2295.69,0.0589,84,0.1381,0.1887,40.32
Rohini,1,0.35,0.5,0.72,4509.88,0.223,57,0.1532,0.2043,41.26
Shahdara,0,0.4,0.65,0.72,1972.52,0.035,73,0.1813,0.2731,45.38
Connaught Place,0,0.28,0.3,0.7,7959.66,0.4785,68,0.0309,0.3787,51.72
Saket,0,0.25,0.35,0.65,3183.62,0.1247,89,0.472,0.2532,44.19
Shahdara,0,0.4,0.65,0.72,9053.47,0.5595,1,0.0,0.4976,58.86
Dwarka,0,0.38,0.6,0.7,2664.57,0.0863,40,0.5109,0.2819,45.91
Noida Sector 18,0,0.3,0.45,0.7,3804.34,0.1707,75,0.1292,0.2391,43.35
Janakpuri,1,0.3,0.4,0.68,7582.56,0.4506,15,0.0708,0.2793,45.76
Mayur Vihar,0,0.35,0.55,0.7,3423.37,0.1425,46,0.4055,0.2692,45.15
Rohini,0,0.35,0.5,0.72,4610.29,0.2304,42,0.4317,0.3463,49.78
Connaught Place,0,0.28,0.3,0.7,6948.84,0.4036,84,0.0969,0.3442,49.65
Shahdara,0,0.4,0.65,0.72,3047.19,0.1146,101,0.1779,0.2579,44.47
Dwarka,1,0.38,0.6,0.7,2141.22,0.0475,12,0.2029,0.1745,39.47
Gurugram Sector 29,0,0.28,0.5,0.68,1940.39,0.0326,23,0.1094,0.2053,41.32
Lajpat Nagar,0,0.32,0.45,0.68,5386.85,0.2879,81,0.2384,0.3592,50.55
Shahdara,1,0.4,0.65,0.72,4887.27,0.2509,19,0.2267,0.252,44.12
Vasant Kunj,0,0.22,0.3,0.65,6841.97,0.3957,52,0.0178,0.3644,50.86
Lajpat Nagar,0,0.32,0.45,0.68,3508.62,0.1488,99,0.265,0.2472,43.83
Dwarka,1,0.38,0.6,0.7,1967.72,0.0346,102,0.2495,0.1569,38.41
Karol Bagh,0,0.33,0.42,0.72,1500.0,0.0,99,0.065,0.2066,41.4
Shahdara,1,0.4,0.65,0.72,15000.0,1.0,14,0.0067,0.52,60.2
Rohini,1,0.35,0.5,0.72,5236.78,0.2768,16,0.3022,0.2851,46.1
Rohini,1,0.35,0.5,0.72,4308.72,0.2081,19,0.236,0.2215,42.29
Mayur Vihar,0,0.35,0.55,0.7,4625.41,0.2315,81,0.216,0.319,48.14
Karol Bagh,1,0.33,0.42,0.72,1967.13,0.0346,19,0.2348,0.1348,37.09
Saket,1,0.25,0.35,0.65,2704.21,0.0892,45,0.1861,0.1678,39.07
Janakpuri,0,0.3,0.4,0.68,9620.63,0.6015,86,0.1446,0.492,58.52
Mayur Vihar,1,0.35,0.55,0.7,5592.45,0.3031,52,0.0839,0.2507,44.04
Rohini,0,0.35,0.5,0.72,2746.83,0.0924,98,0.1537,0.241,43.46
Rohini,1,0.35,0.5,0.72,2178.94,0.0503,52,0.1935,0.1791,39.74
Mayur Vihar,1,0.35,0.55,0.7,3109.3,0.1192,40,0.0162,0.1795,39.77
Rohini,0,0.35,0.5,0.72,3436.76,0.1435,101,0.0433,0.2843,46.06
Mayur Vihar,0,0.35,0.55,0.7,11210.13,0.7193,57,0.3753,0.5825,63.95
Janakpuri,1,0.3,0.4,0.68,3662.37,0.1602,20,0.197,0.1825,39.95
Vasant Kunj,0,0.22,0.3,0.65,2219.91,0.0533,66,0.0684,0.1233,36.4
Connaught Place,0,0.28,0.3,0.7,3907.68,0.1783,81,0.4864,0.2479,43.88
Vasant Kunj,0,0.22,0.3,0.65,4592.45,0.2291,88,0.0203,0.2498,43.99
Rohini,1,0.35,0.5,0.72,2121.18,0.046,1,0.0,0.1565,38.39
Connaught Place,0,0.28,0.3,0.7,4920.09,0.2533,12,0.1826,0.2972,46.83
Gurugram Sector 29,0,0.28,0.5,0.68,7364.73,0.4344,66,0.2563,0.3966,52.8
Shahdara,1,0.4,0.65,0.72,4312.77,0.2084,78,0.2121,0.2295,42.77
Karol Bagh,0,0.33,0.42,0.72,2701.24,0.089,68,0.011,0.2007,41.04
Lajpat Nagar,0,0.32,0.45,0.68,3088.88,0.1177,40,0.4036,0.3055,47.33
Connaught Place,0,0.28,0.3,0.7,1755.63,0.0189,79,0.4568,0.1719,39.31
Shahdara,1,0.4,0.65,0.72,3763.42,0.1677,61,0.0644,0.2273,42.64
Karol Bagh,1,0.33,0.42,0.72,4700.34,0.2371,97,0.2588,0.1959,40.75
Saket,0,0.25,0.35,0.65,2570.06,0.0793,39,0.2277,0.187,40.22
Mayur Vihar,0,0.35,0.55,0.7,10613.16,0.675,79,0.211,0.5378,61.27
Karol Bagh,0,0.33,0.42,0.72,5979.78,0.3318,15,0.3145,0.369,51.14
Karol Bagh,1,0.33,0.42,0.72,1641.9,0.0105,77,0.1464,0.1339,37.03
Shahdara,0,0.4,0.65,0.72,1658.83,0.0118,77,0.0737,0.1964,40.78
Gurugram Sector 29,0,0.28,0.5,0.68,2460.18,0.0711,27,0.1846,0.2057,41.34
Shahdara,1,0.4,0.65,0.72,8836.03,0.5434,7,0.3483,0.387,52.22
Gurugram Sector 29,0,0.28,0.5,0.68,6282.11,0.3542,104,0.0792,0.3301,48.81
Shahdara,0,0.4,0.65,0.72,9062.1,0.5602,8,0.2756,0.5041,59.25
Shahdara,0,0.4,0.65,0.72,4044.47,0.1885,49,0.1093,0.3388,49.33
Janakpuri,1,0.3,0.4,0.68,3623.72,0.1573,1,0.0,0.1651,38.91
Noida Sector 18,0,0.3,0.45,0.7,2156.51,0.0486,44,0.3149,0.2271,42.63
Mayur Vihar,1,0.35,0.55,0.7,4792.67,0.2439,86,0.0526,0.2334,43.0
Vasant Kunj,0,0.22,0.3,0.65,3647.93,0.1591,53,0.0198,0.1784,39.71
Noida Sector 18,0,0.3,0.45,0.7,3578.37,0.154,25,0.1775,0.2506,44.03
Lajpat Nagar,1,0.32,0.45,0.68,9036.48,0.5583,41,0.1981,0.3527,50.16
Noida Sector 18,1,0.3,0.45,0.7,3777.54,0.1687,10,0.1589,0.2231,42.39
Dwarka,1,0.38,0.6,0.7,7828.22,0.4688,62,0.1039,0.3227,48.36
Connaught Place,1,0.28,0.3,0.7,1818.86,0.0236,1,0.0,0.1096,35.57
Connaught Place,0,0.28,0.3,0.7,15000.0,1.0,37,0.0532,0.6595,68.57
Noida Sector 18,1,0.3,0.45,0.7,3338.79,0.1362,7,0.2234,0.2086,41.52
Vasant Kunj,0,0.22,0.3,0.65,5730.69,0.3134,25,0.0174,0.267,45.02
Shahdara,0,0.4,0.65,0.72,6205.16,0.3485,8,0.0805,0.3927,52.56
Janakpuri,1,0.3,0.4,0.68,3137.94,0.1213,97,0.1691,0.1904,40.42
Lajpat Nagar,1,0.32,0.45,0.68,6060.3,0.3378,81,0.079,0.2644,44.86
Gurugram Sector 29,0,0.28,0.5,0.68,6219.85,0.3496,97,0.3798,0.3985,52.91
Connaught Place,0,0.28,0.3,0.7,2817.0,0.0976,72,0.1999,0.2282,42.69
Karol Bagh,1,0.33,0.42,0.72,2833.73,0.0988,52,0.1414,0.1797,39.78
Mayur Vihar,0,0.35,0.55,0.7,4116.07,0.1938,19,0.4613,0.3334,49.0
Vasant Kunj,0,0.22,0.3,0.65,3798.09,0.1702,101,0.132,0.2064,41.38
Dwarka,0,0.38,0.6,0.7,8075.3,0.4871,96,0.0903,0.4487,55.92
Lajpat Nagar,0,0.32,0.45,0.68,5717.77,0.3124,44,0.2237,0.3405,49.43
Dwarka,0,0.38,0.6,0.7,3884.65,0.1766,24,0.0824,0.3215,48.29
Mayur Vihar,1,0.35,0.55,0.7,5448.19,0.2925,41,0.0634,0.2577,44.46
Rohini,0,0.35,0.5,0.72,1500.0,0.0,41,0.0057,0.1853,40.12
Karol Bagh,0,0.33,0.42,0.72,2958.22,0.108,96,0.2142,0.2206,42.23
Lajpat Nagar,1,0.32,0.45,0.68,4646.69,0.2331,7,0.2203,0.2461,43.77
Connaught Place,0,0.28,0.3,0.7,7028.18,0.4095,66,0.1914,0.3445,49.67
Rohini,1,0.35,0.5,0.72,4446.55,0.2183,80,0.1622,0.2255,42.53
Mayur Vihar,1,0.35,0.55,0.7,8342.51,0.5069,80,0.0137,0.3514,50.08
Noida Sector 18,1,0.3,0.45,0.7,6210.33,0.3489,21,0.2923,0.2879,46.28
Saket,1,0.25,0.35,0.65,3152.14,0.1224,43,0.0885,0.141,37.46
Noida Sector 18,1,0.3,0.45,0.7,3751.78,0.1668,36,0.0749,0.1739,39.43
Noida Sector 18,1,0.3,0.45,0.7,4935.51,0.2545,43,0.0466,0.2177,42.06
Shahdara,1,0.4,0.65,0.72,3215.32,0.1271,10,0.4709,0.2344,43.07
Shahdara,0,0.4,0.65,0.72,8652.86,0.5298,9,0.0885,0.4579,56.48
Lajpat Nagar,1,0.32,0.45,0.68,2311.47,0.0601,3,0.0,0.1354,37.12
Dwarka,1,0.38,0.6,0.7,4712.87,0.238,101,0.0178,0.2001,41.01
Shahdara,0,0.4,0.65,0.72,5812.25,0.3194,44,0.3924,0.4305,54.83
Lajpat Nagar,1,0.32,0.45,0.68,3440.17,0.1437,24,0.5799,0.2341,43.05
Janakpuri,0,0.3,0.4,0.68,3073.59,0.1166,83,0.1884,0.2593,44.56
Lajpat Nagar,0,0.32,0.45,0.68,3873.68,0.1758,52,0.1425,0.2747,45.48
